2.770819187164306641e+00 -2.210957765579223633e+00 2.749420881271362305e+00 -1.163294434547424316e+00 3.307785749435424805e+00 6.308251380920410156e+00 8.639047741889953613e-01 -1.664728355407714844e+01 -7.855108737945556641e+00 2.936861515045166016e+00 -2.033291816711425781e+00 -2.818117856979370117e+00 -8.167681694030761719e-01 -1.269878864288330078e+01 3.769646167755126953e+00 6.514910697937011719e+00
-1.747380852699279785e+00 -2.659879684448242188e+00 4.899983406066894531e-01 7.531036853790283203e+00 -2.750374794006347656e+00 -6.032753944396972656e+00 -5.844991207122802734e-01 1.440220713615417480e+00 6.701532363891601562e+00 2.181126117706298828e+00 -5.597343444824218750e+00 2.019221782684326172e+00 -2.142897129058837891e+00 4.399101257324218750e+00 -4.169653415679931641e+00 -1.042255401611328125e+00
2.528336524963378906e+00 -2.251321315765380859e+00 3.392771482467651367e+00 -1.622310161590576172e+00 3.470355749130249023e+00 7.366611957550048828e+00 7.969515323638916016e-01 -1.733840179443359375e+01 -8.709045410156250000e+00 1.972475528717041016e+00 -1.141037940979003906e+00 -3.082002401351928711e+00 -9.783230423927307129e-01 -1.316655921936035156e+01 2.912984371185302734e+00 6.484232425689697266e+00
3.587350845336914062e+00 -1.883359670639038086e+00 2.664698600769042969e+00 -1.932255983352661133e+00 2.339024305343627930e+00 7.120286464691162109e+00 1.083893656730651855e+00 -1.679098320007324219e+01 -8.206828117370605469e+00 2.118836641311645508e+00 -9.906471371650695801e-01 -1.968618392944335938e+00 -1.453030705451965332e+00 -1.213901329040527344e+01 3.554460048675537109e+00 6.420254707336425781e+00
-8.094538688659667969e+00 -1.150909066200256348e+00 1.916138768196105957e+00 5.611965656280517578e+00 -1.185838699340820312e+00 -3.442251682281494141e+00 -6.267195701599121094e+00 1.245159506797790527e-01 -1.230394244194030762e+00 -7.390015602111816406e+00 -3.971554279327392578e+00 -7.030488967895507812e+00 -6.609189033508300781e+00 3.437553644180297852e-01 -2.188141107559204102e+00 -1.560648560523986816e+00
-8.213503837585449219e+00 -1.145899891853332520e+00 2.455280065536499023e+00 5.804755210876464844e+00 -1.571828484535217285e+00 -4.331290245056152344e+00 -6.029115676879882812e+00 4.143343269824981689e-01 -5.898616313934326172e-01 -7.241607666015625000e+00 -3.597864627838134766e+00 -6.786231040954589844e+00 -6.140430450439453125e+00 -5.587792396545410156e-02 -1.682718992233276367e+00 -6.593688726425170898e-01
2.646748304367065430e+00 -2.124943733215332031e+00 2.568788290023803711e+00 -2.210778713226318359e+00 2.307842969894409180e+00 6.671505451202392578e+00 1.033859729766845703e+00 -1.787490463256835938e+01 -8.233695983886718750e+00 2.357520103454589844e+00 -1.331065416336059570e+00 -2.582756519317626953e+00 -7.290865778923034668e-01 -1.213285160064697266e+01 3.739086389541625977e+00 6.672878742218017578e+00
-1.348639726638793945e+00 -2.582347393035888672e-01 3.980548620223999023e+00 -3.289371728897094727e-01 1.379137992858886719e+00 -3.058170557022094727e+00 -4.080285072326660156e+00 -3.564245700836181641e-01 1.340983629226684570e+00 6.546137809753417969e+00 -4.421448230743408203e+00 -5.012356758117675781e+00 7.030244827270507812e+00 -6.060316085815429688e+00 8.113143920898437500e+00 -1.651497244834899902e+00
2.151380777359008789e+00 -2.018038511276245117e+00 3.822148084640502930e+00 -1.699883699417114258e+00 2.606915473937988281e+00 7.271445751190185547e+00 7.815728187561035156e-01 -1.580239391326904297e+01 -9.177070617675781250e+00 2.140387058258056641e+00 -1.815324902534484863e+00 -3.913277387619018555e+00 -6.390089988708496094e-01 -1.251535511016845703e+01 2.011411428451538086e+00 6.465478420257568359e+00
-1.528959751129150391e+00 -1.384390592575073242e-01 -3.785326957702636719e+00 7.909303665161132812e+00 -5.802478790283203125e+00 -2.925726175308227539e+00 6.020187377929687500e+00 8.945035934448242188e+00 -3.041774988174438477e+00 1.377873182296752930e+00 -3.152591943740844727e+00 2.153107643127441406e+00 -4.587470293045043945e-01 1.024590969085693359e+01 -7.255082607269287109e+00 -3.479264974594116211e+00
-1.373186469078063965e+00 -4.039946794509887695e-01 -3.730190753936767578e+00 7.506449222564697266e+00 -5.714773654937744141e+00 -3.230523109436035156e+00 5.659720897674560547e+00 7.624508857727050781e+00 -1.579575538635253906e+00 5.785695314407348633e-01 -3.079730987548828125e+00 2.510236263275146484e+00 -1.347836256027221680e+00 9.650796890258789062e+00 -7.535576343536376953e+00 -2.990422725677490234e+00
2.325090885162353516e+00 -1.588215827941894531e+00 2.101185798645019531e+00 -2.301188468933105469e+00 2.787933111190795898e+00 6.264283657073974609e+00 8.613325953483581543e-01 -1.711723518371582031e+01 -8.695469856262207031e+00 2.460459232330322266e+00 -1.270704030990600586e+00 -2.178318500518798828e+00 -5.219556689262390137e-01 -1.295844459533691406e+01 3.455715417861938477e+00 6.710314750671386719e+00
1.605530261993408203e+00 2.787990093231201172e+00 1.754389762878417969e+00 -1.991303920745849609e+00 2.043411135673522949e-01 -2.236364841461181641e+00 3.229398012161254883e+00 8.998945236206054688e+00 -5.598449110984802246e-01 7.063671588897705078e+00 1.580991268157958984e+00 -2.394535303115844727e+00 1.037977409362792969e+01 -4.269724845886230469e+00 3.913905382156372070e+00 -2.271561384201049805e+00
2.865865468978881836e+00 -2.372303485870361328e+00 3.257571220397949219e+00 -1.868637681007385254e+00 2.906357049942016602e+00 7.640600204467773438e+00 5.417541861534118652e-01 -1.621055793762207031e+01 -8.514060020446777344e+00 2.576667308807373047e+00 -1.111496925354003906e+00 -2.861703872680664062e+00 -7.440505623817443848e-01 -1.276131725311279297e+01 3.298060655593872070e+00 5.734491348266601562e+00
1.736364841461181641e+00 -2.260625839233398438e+00 3.439244747161865234e+00 -1.823244571685791016e+00 3.198497056961059570e+00 7.355311870574951172e+00 9.144744873046875000e-01 -1.685469627380371094e+01 -8.726961135864257812e+00 2.486351490020751953e+00 -1.414160490036010742e+00 -3.527984857559204102e+00 -7.582578063011169434e-01 -1.328700637817382812e+01 3.593180656433105469e+00 6.349582672119140625e+00
1.056632041931152344e+00 2.647257328033447266e+00 8.189123868942260742e-01 -1.330877661705017090e+00 5.997757315635681152e-01 -2.895002365112304688e+00 3.947581052780151367e+00 9.145387649536132812e+00 -2.075684815645217896e-01 6.515522956848144531e+00 1.278646469116210938e+00 -1.338497400283813477e+00 1.016998100280761719e+01 -4.428124427795410156e+00 3.687048196792602539e+00 -1.231097579002380371e+00
-1.567474365234375000e+00 -2.565589666366577148e+00 5.107129216194152832e-01 7.615774154663085938e+00 -2.718309164047241211e+00 -5.810831069946289062e+00 -6.205751299858093262e-01 1.605143308639526367e+00 6.331575393676757812e+00 2.822981595993041992e+00 -5.586374282836914062e+00 2.360694408416748047e+00 -1.849331140518188477e+00 3.703422069549560547e+00 -4.368101596832275391e+00 -1.527466535568237305e+00
-1.405916571617126465e+00 4.006600379943847656e-02 -3.052489757537841797e+00 8.426730155944824219e+00 -5.293241500854492188e+00 -3.182099819183349609e+00 6.360905647277832031e+00 8.059350013732910156e+00 -2.621103048324584961e+00 5.496632456779479980e-01 -2.664277553558349609e+00 2.390458822250366211e+00 -1.078760504722595215e+00 9.826143264770507812e+00 -8.031002998352050781e+00 -3.229649543762207031e+00
1.935978889465332031e+00 -1.939901113510131836e+00 2.929481983184814453e+00 -1.775665640830993652e+00 2.402763366699218750e+00 6.987538337707519531e+00 9.433991909027099609e-01 -1.605519485473632812e+01 -8.509591102600097656e+00 2.038273334503173828e+00 -1.639195084571838379e+00 -3.299605607986450195e+00 -7.893040180206298828e-01 -1.190132236480712891e+01 2.843253850936889648e+00 6.317876815795898438e+00
